CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
MDDadult_casevsCN,L_supramarginal,-0.045,0.037,-0.118,0.027,7609,1864,0.22,0.37
MDDadult_casevsCN,L_frontalpole,-0.011,0.037,-0.084,0.062,7656,1899,0.772,0.858
MDDadult_casevsCN,L_temporalpole,0.012,0.037,-0.06,0.084,7614,1871,0.747,0.844
MDDadult_casevsCN,L_transversetemporal,-0.035,0.03,-0.094,0.024,7635,1895,0.243,0.377
MDDadult_casevsCN,L_insula,-0.111,0.034,-0.177,-0.045,7652,1898,0.000934,0.018
MDDadult_casevsCN,R_bankssts,-0.074,0.034,-0.14,-0.008,7613,1827,0.028,0.103
MDDadult_casevsCN,R_caudalanteriorcingulate,-0.08,0.03,-0.139,-0.021,7655,1898,0.008,0.041
MDDadult_casevsCN,R_caudalmiddlefrontal,0.006,0.044,-0.08,0.092,7650,1900,0.889,0.91
MDDadult_casevsCN,R_cuneus,0.049,0.03,-0.009,0.108,7654,1896,0.1,0.212
MDDadult_casevsCN,R_entorhinal,-0.055,0.03,-0.115,0.004,7602,1862,0.068,0.177
MDDadult_casevsCN,R_fusiform,-0.116,0.042,-0.198,-0.033,7649,1898,0.006,0.0347
MDDadult_casevsCN,R_inferiorparietal,-0.041,0.044,-0.127,0.044,7641,1897,0.343,0.501
MDDadult_casevsCN,R_inferiortemporal,-0.117,0.036,-0.188,-0.046,7640,1885,0.00129,0.018
MDDadult_casevsCN,R_isthmuscingulate,-0.071,0.038,-0.146,0.004,7651,1897,0.065,0.174
MDDadult_casevsCN,R_lateraloccipital,0.005,0.033,-0.06,0.071,7650,1898,0.871,0.91
MDDadult_casevsCN,R_lateralorbitofrontal,-0.12,0.048,-0.214,-0.026,7644,1902,0.012,0.058
MDDadult_casevsCN,R_lingual,-0.012,0.03,-0.071,0.047,7641,1894,0.692,0.823
MDDadult_casevsCN,R_medialorbitofrontal,-0.131,0.047,-0.224,-0.039,7628,1896,0.006,0.035
MDDadult_casevsCN,R_middletemporal,-0.088,0.035,-0.156,-0.021,7639,1886,0.011,0.053
MDDadult_casevsCN,R_parahippocampal,-0.061,0.03,-0.12,-0.002,7654,1897,0.042,0.134
MDDadult_casevsCN,R_paracentral,-0.006,0.03,-0.064,0.053,7651,1901,0.854,0.91
MDDadult_casevsCN,R_parsopercularis,-0.017,0.044,-0.103,0.069,7651,1896,0.694,0.823
MDDadult_casevsCN,R_parsorbitalis,-0.07,0.042,-0.152,0.013,7655,1900,0.1,0.212
MDDadult_casevsCN,R_parstriangularis,-0.031,0.046,-0.122,0.059,7645,1897,0.501,0.674
MDDadult_casevsCN,R_pericalcarine,0.081,0.059,-0.035,0.198,7633,1896,0.171,0.307
MDDadult_casevsCN,R_postcentral,0.028,0.03,-0.031,0.087,7642,1897,0.355,0.507
MDDadult_casevsCN,R_posteriorcingulate,-0.093,0.03,-0.152,-0.034,7654,1900,0.002,0.022
MDDadult_casevsCN,R_precentral,-0.022,0.04,-0.101,0.057,7643,1894,0.581,0.739
MDDadult_casevsCN,R_precuneus,0.005,0.032,-0.057,0.068,7646,1894,0.864,0.91
MDDadult_casevsCN,R_rostralanteriorcingulate,-0.098,0.034,-0.165,-0.031,7651,1899,0.004,0.034
MDDadult_casevsCN,R_rostralmiddlefrontal,-0.038,0.045,-0.127,0.051,7650,1899,0.401,0.561
MDDadult_casevsCN,R_superiorfrontal,-0.078,0.034,-0.145,-0.011,7649,1900,0.023,0.099
MDDadult_casevsCN,R_superiorparietal,0.032,0.043,-0.053,0.117,7645,1895,0.463,0.635
MDDadult_casevsCN,R_superiortemporal,-0.031,0.03,-0.09,0.029,7587,1820,0.314,0.468
MDDadult_casevsCN,R_supramarginal,-0.053,0.044,-0.139,0.032,7633,1874,0.223,0.37
MDDadult_casevsCN,R_frontalpole,-0.062,0.036,-0.133,0.009,7657,1899,0.085,0.204
MDDadult_casevsCN,R_temporalpole,0.013,0.038,-0.062,0.088,7631,1871,0.731,0.844
MDDadult_casevsCN,R_transversetemporal,-0.051,0.03,-0.11,0.008,7622,1894,0.088,0.204
MDDadult_casevsCN,R_insula,-0.115,0.041,-0.195,-0.035,7651,1895,0.005,0.035
