SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
22qPsych+vs22Psych-,L_precuneus,0.24,0.183,-0.12,0.6,,,0.22,
22qPsych+vs22Psych-,L_rostralanteriorcingulate,-0.127,0.183,-0.49,0.23,,,0.513,
22qPsych+vs22Psych-,L_rostralmiddlefrontal,0.31,0.184,-0.05,0.67,,,0.114,
22qPsych+vs22Psych-,L_superiorfrontal,0.18100000000000002,0.183,-0.18,0.54,,,0.353,
22qPsych+vs22Psych-,L_superiorparietal,0.24600000000000002,0.183,-0.11,0.61,,,0.209,
22qPsych+vs22Psych-,L_superiortemporal,0.068,0.183,-0.29,0.43,,,0.728,
22qPsych+vs22Psych-,L_supramarginal,0.004,0.183,-0.35,0.36,,,0.982,
22qPsych+vs22Psych-,L_frontalpole,-0.059000000000000004,0.183,-0.42,0.3,,,0.762,
22qPsych+vs22Psych-,L_temporalpole,0.172,0.183,-0.19,0.53,,,0.379,
22qPsych+vs22Psych-,L_transversetemporal,0.10400000000000001,0.183,-0.25,0.46,,,0.593,
22qPsych+vs22Psych-,L_insula,0.36200000000000004,0.184,0.0,0.72,,,0.065,
22qPsych+vs22Psych-,R_bankssts,-0.06,0.183,-0.42,0.3,,,0.759,
22qPsych+vs22Psych-,R_caudalanteriorcingulate,-0.20800000000000002,0.183,-0.57,0.15,,,0.287,
22qPsych+vs22Psych-,R_caudalmiddlefrontal,0.016,0.183,-0.34,0.37,,,0.9329999999999999,
22qPsych+vs22Psych-,R_cuneus,0.45299999999999996,0.185,0.09,0.82,,,0.022000000000000002,
22qPsych+vs22Psych-,R_entorhinal,0.095,0.183,-0.26,0.45,,,0.627,
22qPsych+vs22Psych-,R_fusiform,-0.142,0.183,-0.5,0.22,,,0.466,
22qPsych+vs22Psych-,R_inferiorparietal,-0.251,0.183,-0.61,0.11,,,0.19899999999999998,
22qPsych+vs22Psych-,R_inferiortemporal,-0.244,0.183,-0.6,0.12,,,0.212,
22qPsych+vs22Psych-,R_isthmuscingulate,0.073,0.183,-0.29,0.43,,,0.71,
22qPsych+vs22Psych-,R_lateraloccipital,0.311,0.184,-0.05,0.67,,,0.11199999999999999,
22qPsych+vs22Psych-,R_lateralorbitofrontal,-0.076,0.183,-0.43,0.28,,,0.6970000000000001,
22qPsych+vs22Psych-,R_lingual,0.244,0.183,-0.12,0.6,,,0.212,
22qPsych+vs22Psych-,R_medialorbitofrontal,-0.185,0.183,-0.54,0.17,,,0.344,
22qPsych+vs22Psych-,R_middletemporal,-0.284,0.184,-0.64,0.08,,,0.147,
22qPsych+vs22Psych-,R_parahippocampal,-0.32799999999999996,0.184,-0.69,0.03,,,0.094,
22qPsych+vs22Psych-,R_paracentral,-0.013000000000000001,0.183,-0.37,0.34,,,0.9470000000000001,
22qPsych+vs22Psych-,R_parsopercularis,0.184,0.183,-0.17,0.54,,,0.344,
22qPsych+vs22Psych-,R_parsorbitalis,-0.17300000000000001,0.183,-0.53,0.19,,,0.374,
22qPsych+vs22Psych-,R_parstriangularis,0.233,0.183,-0.13,0.59,,,0.233,
22qPsych+vs22Psych-,R_pericalcarine,0.134,0.183,-0.22,0.49,,,0.493,
22qPsych+vs22Psych-,R_postcentral,-0.184,0.183,-0.54,0.17,,,0.345,
22qPsych+vs22Psych-,R_posteriorcingulate,-0.12,0.183,-0.48,0.24,,,0.5379999999999999,
22qPsych+vs22Psych-,R_precentral,0.185,0.183,-0.17,0.54,,,0.344,
22qPsych+vs22Psych-,R_precuneus,0.085,0.183,-0.27,0.44,,,0.6629999999999999,
22qPsych+vs22Psych-,R_rostralanteriorcingulate,-0.263,0.183,-0.62,0.1,,,0.17800000000000002,
22qPsych+vs22Psych-,R_rostralmiddlefrontal,-0.05,0.183,-0.41,0.31,,,0.799,
22qPsych+vs22Psych-,R_superiorfrontal,0.084,0.183,-0.27,0.44,,,0.6659999999999999,
22qPsych+vs22Psych-,R_superiorparietal,0.304,0.184,-0.06,0.66,,,0.12,
22qPsych+vs22Psych-,R_superiortemporal,0.18600000000000003,0.183,-0.17,0.54,,,0.34,
22qPsych+vs22Psych-,R_supramarginal,0.07,0.183,-0.29,0.43,,,0.72,
22qPsych+vs22Psych-,R_frontalpole,0.109,0.183,-0.25,0.47,,,0.574,
22qPsych+vs22Psych-,R_temporalpole,0.258,0.183,-0.1,0.62,,,0.188,
22qPsych+vs22Psych-,R_transversetemporal,0.444,0.185,0.08,0.81,,,0.024,
22qPsych+vs22Psych-,R_insula,0.12,0.183,-0.24,0.48,,,0.5379999999999999,
