CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ASD_mega-analysis_casevsCN,L_superiorfrontal,0.1,,,,1574.0,1659.0,,0.019
ASD_mega-analysis_casevsCN,L_superiorparietal,0.02,,,,1573.0,1656.0,,0.6970000000000001
ASD_mega-analysis_casevsCN,L_superiortemporal,-0.09,,,,1570.0,1655.0,,0.04
ASD_mega-analysis_casevsCN,L_supramarginal,-0.04,,,,1572.0,1656.0,,0.37
ASD_mega-analysis_casevsCN,L_frontalpole,0.08,,,,1570.0,1658.0,,0.067
ASD_mega-analysis_casevsCN,L_temporalpole,-0.09,,,,1570.0,1654.0,,0.032
ASD_mega-analysis_casevsCN,L_transversetemporal,-0.06,,,,1574.0,1658.0,,0.142
ASD_mega-analysis_casevsCN,L_insula,-0.01,,,,1570.0,1656.0,,0.792
ASD_mega-analysis_casevsCN,R_bankssts,-0.05,,,,1566.0,1655.0,,0.235
ASD_mega-analysis_casevsCN,R_caudalanteriorcingulate,0.02,,,,1569.0,1652.0,,0.68
ASD_mega-analysis_casevsCN,R_caudalmiddlefrontal,0.09,,,,1574.0,1658.0,,0.038
ASD_mega-analysis_casevsCN,R_cuneus,0.07,,,,1572.0,1654.0,,0.094
ASD_mega-analysis_casevsCN,R_entorhinal,-0.23,,,,1562.0,1642.0,,0.0
ASD_mega-analysis_casevsCN,R_fusiform,,,,,,,,
ASD_mega-analysis_casevsCN,R_inferiorparietal,0.03,,,,1573.0,1657.0,,0.574
ASD_mega-analysis_casevsCN,R_inferiortemporal,-0.19,,,,1574.0,1657.0,,0.0
ASD_mega-analysis_casevsCN,R_isthmuscingulate,0.13,,,,1573.0,1655.0,,0.002
ASD_mega-analysis_casevsCN,R_lateraloccipital,-0.08,,,,1574.0,1655.0,,0.045
ASD_mega-analysis_casevsCN,R_lateralorbitofrontal,0.03,,,,1574.0,1656.0,,0.45399999999999996
ASD_mega-analysis_casevsCN,R_lingual,-0.06,,,,1574.0,1656.0,,0.18
ASD_mega-analysis_casevsCN,R_medialorbitofrontal,0.18,,,,1574.0,1657.0,,0.0
ASD_mega-analysis_casevsCN,R_middletemporal,-0.09,,,,1574.0,1655.0,,0.04
ASD_mega-analysis_casevsCN,R_parahippocampal,-0.1,,,,1571.0,1656.0,,0.019
ASD_mega-analysis_casevsCN,R_paracentral,-0.04,,,,1574.0,1655.0,,0.43799999999999994
ASD_mega-analysis_casevsCN,R_parsopercularis,0.02,,,,1572.0,1655.0,,0.633
ASD_mega-analysis_casevsCN,R_parsorbitalis,0.13,,,,1574.0,1657.0,,0.002
ASD_mega-analysis_casevsCN,R_parstriangularis,0.1,,,,1573.0,1655.0,,0.028999999999999998
ASD_mega-analysis_casevsCN,R_pericalcarine,0.0,,,,1573.0,1652.0,,0.986
ASD_mega-analysis_casevsCN,R_postcentral,-0.03,,,,1571.0,1656.0,,0.574
ASD_mega-analysis_casevsCN,R_posteriorcingulate,0.15,,,,1570.0,1657.0,,0.0
ASD_mega-analysis_casevsCN,R_precentral,-0.05,,,,1572.0,1657.0,,0.249
ASD_mega-analysis_casevsCN,R_precuneus,0.01,,,,1573.0,1658.0,,0.828
ASD_mega-analysis_casevsCN,R_rostralanteriorcingulate,0.09,,,,1573.0,1653.0,,0.04
ASD_mega-analysis_casevsCN,R_rostralmiddlefrontal,0.22,,,,1573.0,1658.0,,0.0
ASD_mega-analysis_casevsCN,R_superiorfrontal,0.2,,,,1574.0,1657.0,,0.0
ASD_mega-analysis_casevsCN,R_superiorparietal,-0.04,,,,1573.0,1655.0,,0.43799999999999994
ASD_mega-analysis_casevsCN,R_superiortemporal,-0.05,,,,1573.0,1655.0,,0.244
ASD_mega-analysis_casevsCN,R_supramarginal,-0.08,,,,1574.0,1654.0,,0.067
ASD_mega-analysis_casevsCN,R_frontalpole,0.09,,,,1571.0,1656.0,,0.028999999999999998
ASD_mega-analysis_casevsCN,R_temporalpole,-0.15,,,,1569.0,1652.0,,0.0
ASD_mega-analysis_casevsCN,R_transversetemporal,-0.13,,,,1574.0,1656.0,,0.001
ASD_mega-analysis_casevsCN,R_insula,-0.1,,,,1570.0,1654.0,,0.027000000000000003
