CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
22qPsych+vs22Psych-,L_parsorbitalis,-0.3,0.169,-0.63,0.03,,,8.92E-02,1.73E-01
22qPsych+vs22Psych-,L_parstriangularis,-0.27,0.169,-0.6,0.06,,,1.22E-01,2.08E-01
22qPsych+vs22Psych-,L_pericalcarine,0.03,0.168,-0.3,0.36,,,8.69E-01,8.99E-01
22qPsych+vs22Psych-,L_postcentral,-0.45,0.17,-0.78,-0.11,,,1.21E-02,4.47E-02
22qPsych+vs22Psych-,L_posteriorcingulate,-0.12,0.168,-0.45,0.21,,,4.98E-01,6.04E-01
22qPsych+vs22Psych-,L_precentral,-0.48,0.171,-0.82,-0.15,,,6.54E-03,3.05E-02
22qPsych+vs22Psych-,L_precuneus,-0.31,0.169,-0.64,0.02,,,7.78E-02,1.60E-01
22qPsych+vs22Psych-,L_rostralanteriorcingulate,-0.2,0.169,-0.53,0.13,,,2.46E-01,3.51E-01
22qPsych+vs22Psych-,L_rostralmiddlefrontal,-0.48,0.171,-0.81,-0.15,,,6.99E-03,3.06E-02
22qPsych+vs22Psych-,L_superiorfrontal,-0.51,0.171,-0.85,-0.18,,,4.01E-03,2.34E-02
22qPsych+vs22Psych-,L_superiorparietal,-0.19,0.169,-0.52,0.14,,,2.89E-01,3.97E-01
22qPsych+vs22Psych-,L_superiortemporal,-0.57,0.172,-0.9,-0.23,,,1.55E-03,1.62E-02
22qPsych+vs22Psych-,L_supramarginal,-0.38,0.17,-0.71,-0.05,,,3.26E-02,9.92E-02
22qPsych+vs22Psych-,L_temporalpole,-0.14,0.168,-0.47,0.19,,,4.16E-01,5.53E-01
22qPsych+vs22Psych-,L_transversetemporal,-0.39,0.17,-0.72,-0.05,,,2.90E-02,9.67E-02
22qPsych+vs22Psych-,R_bankssts,-0.14,0.168,-0.47,0.19,,,4.27E-01,5.53E-01
22qPsych+vs22Psych-,R_caudalanteriorcingulate,-0.21,0.169,-0.54,0.12,,,2.36E-01,3.44E-01
22qPsych+vs22Psych-,R_caudalmiddlefrontal,-0.62,0.172,-0.95,-0.28,,,5.94E-04,1.20E-02
22qPsych+vs22Psych-,R_cuneus,0,0.168,-0.33,0.33,,,9.87E-01,9.87E-01
22qPsych+vs22Psych-,R_entorhinal,-0.13,0.168,-0.46,0.2,,,4.65E-01,5.92E-01
22qPsych+vs22Psych-,R_frontalpole,-0.08,0.168,-0.41,0.25,,,6.64E-01,7.38E-01
22qPsych+vs22Psych-,R_fusiform,-0.29,0.169,-0.62,0.04,,,1.00E-01,1.81E-01
22qPsych+vs22Psych-,R_inferiorparietal,-0.38,0.17,-0.71,-0.05,,,3.25E-02,9.92E-02
22qPsych+vs22Psych-,R_inferiortemporal,-0.45,0.17,-0.78,-0.12,,,1.13E-02,4.40E-02
22qPsych+vs22Psych-,R_insula,-0.28,0.169,-0.61,0.05,,,1.17E-01,2.04E-01
22qPsych+vs22Psych-,R_isthmuscingulate,0.12,0.168,-0.21,0.45,,,5.09E-01,6.04E-01
22qPsych+vs22Psych-,R_lateraloccipital,-0.35,0.169,-0.68,-0.01,,,5.07E-02,1.20E-01
22qPsych+vs22Psych-,R_lateralorbitofrontal,-0.23,0.169,-0.56,0.1,,,1.92E-01,2.99E-01
22qPsych+vs22Psych-,R_lingual,0.11,0.168,-0.22,0.44,,,5.39E-01,6.19E-01
22qPsych+vs22Psych-,R_medialorbitofrontal,-0.22,0.169,-0.55,0.11,,,2.04E-01,3.10E-01
22qPsych+vs22Psych-,R_middletemporal,-0.34,0.169,-0.67,-0.01,,,5.36E-02,1.21E-01
22qPsych+vs22Psych-,R_paracentral,-0.34,0.169,-0.68,-0.01,,,5.13E-02,1.20E-01
22qPsych+vs22Psych-,R_parahippocampal,-0.12,0.168,-0.45,0.21,,,5.02E-01,6.04E-01
22qPsych+vs22Psych-,R_parsopercularis,-0.7,0.173,-1.04,-0.36,,,1.10E-04,7.70E-03
22qPsych+vs22Psych-,R_parsorbitalis,-0.35,0.169,-0.68,-0.01,,,4.96E-02,1.20E-01
22qPsych+vs22Psych-,R_parstriangularis,-0.35,0.169,-0.68,-0.02,,,4.89E-02,1.20E-01
22qPsych+vs22Psych-,R_pericalcarine,-0.06,0.168,-0.39,0.27,,,7.35E-01,8.04E-01
22qPsych+vs22Psych-,R_postcentral,-0.61,0.172,-0.95,-0.27,,,6.88E-04,1.20E-02
22qPsych+vs22Psych-,R_posteriorcingulate,-0.12,0.168,-0.45,0.21,,,5.00E-01,6.04E-01
22qPsych+vs22Psych-,R_precentral,-0.52,0.171,-0.86,-0.19,,,3.26E-03,2.28E-02
22qPsych+vs22Psych-,R_precuneus,0.01,0.168,-0.32,0.34,,,9.35E-01,9.48E-01
22qPsych+vs22Psych-,R_rostralanteriorcingulate,-0.19,0.169,-0.52,0.14,,,2.68E-01,3.76E-01
22qPsych+vs22Psych-,R_rostralmiddlefrontal,-0.52,0.171,-0.85,-0.18,,,3.71E-03,2.34E-02
22qPsych+vs22Psych-,R_superiorfrontal,-0.56,0.171,-0.89,-0.22,,,1.85E-03,1.62E-02
22qPsych+vs22Psych-,R_superiorparietal,-0.37,0.17,-0.7,-0.03,,,3.81E-02,1.09E-01
22qPsych+vs22Psych-,R_superiortemporal,-0.53,0.171,-0.87,-0.2,,,2.94E-03,2.28E-02
22qPsych+vs22Psych-,R_supramarginal,-0.49,0.171,-0.83,-0.16,,,5.42E-03,2.92E-02
22qPsych+vs22Psych-,R_temporalpole,-0.05,0.168,-0.38,0.28,,,7.92E-01,8.53E-01
22qPsych+vs22Psych-,R_transversetemporal,-0.49,0.171,-0.82,-0.15,,,6.05E-03,3.03E-02
