CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ALLEPI_vs_CTL,R_rostralanteriorcingulate,0.093,0.054,-0.013,0.199,1652,2055,0.086405065,1.17E-01
ALLEPI_vs_CTL,R_rostralmiddlefrontal,-0.197,0.057,-0.309,-0.085,1654,2058,0.000593987,1.72E-03
ALLEPI_vs_CTL,R_superiorfrontal,-0.269,0.059,-0.385,-0.154,1650,2058,4.49E-06,2.10E-05
ALLEPI_vs_CTL,R_superiorparietal,-0.313,0.094,-0.497,-0.13,1653,2058,0.000813344,2.14E-03
ALLEPI_vs_CTL,R_superiortemporal,-0.123,0.059,-0.239,-0.007,1555,1958,0.038373563,5.70E-02
ALLEPI_vs_CTL,R_supramarginal,-0.223,0.055,-0.331,-0.115,1597,1971,5.24E-05,1.91E-04
ALLEPI_vs_CTL,R_frontalpole,-0.109,0.048,-0.203,-0.014,1654,2057,0.023742679,3.90E-02
ALLEPI_vs_CTL,R_temporalpole,-0.181,0.052,-0.284,-0.078,1648,2048,0.00055113,1.65E-03
ALLEPI_vs_CTL,R_transversetemporal,-0.182,0.044,-0.268,-0.097,1654,2059,2.81E-05,1.07E-04
ALLEPI_vs_CTL,R_insula,-0.022,0.047,-0.113,0.07,1615,2032,0.642141062,6.91E-01
