SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
22qvsCN,L_transversetemporal,-0.39,0.08,-0.54,-0.24,,,6.24E-07,1.06E-06
22qvsCN,R_bankssts,-0.24,0.08,-0.39,-0.09,,,1.70E-03,2.29E-03
22qvsCN,R_caudalanteriorcingulate,-0.81,0.08,-0.97,-0.66,,,1.93E-24,7.52E-24
22qvsCN,R_caudalmiddlefrontal,-0.07,0.08,-0.21,0.08,,,3.93E-01,4.17E-01
22qvsCN,R_cuneus,-1.47,0.09,-1.63,-1.3,,,1.37E-65,4.78E-64
22qvsCN,R_entorhinal,-0.49,0.08,-0.64,-0.34,,,2.71E-10,5.75E-10
22qvsCN,R_frontalpole,0.03,0.08,-0.12,0.18,,,6.62E-01,6.82E-01
22qvsCN,R_fusiform,-1.05,0.08,-1.21,-0.89,,,7.55E-38,4.40E-37
22qvsCN,R_inferiorparietal,-0.15,0.08,-0.3,0,,,4.60E-02,5.45E-02
22qvsCN,R_inferiortemporal,-0.75,0.08,-0.9,-0.6,,,3.51E-21,1.12E-20
22qvsCN,R_insula,0.5,0.08,0.35,0.65,,,1.89E-10,4.14E-10
22qvsCN,R_isthmuscingulate,0.03,0.08,-0.12,0.17,,,7.34E-01,7.45E-01
22qvsCN,R_lateraloccipital,-0.8,0.08,-0.95,-0.65,,,1.06E-23,3.70E-23
22qvsCN,R_lateralorbitofrontal,-0.14,0.08,-0.29,0.01,,,6.75E-02,7.74E-02
22qvsCN,R_lingual,-1.43,0.09,-1.6,-1.26,,,6.03E-63,1.41E-61
22qvsCN,R_medialorbitofrontal,-0.31,0.08,-0.46,-0.16,,,4.94E-05,7.20E-05
22qvsCN,R_middletemporal,-0.4,0.08,-0.55,-0.25,,,3.35E-07,6.16E-07
22qvsCN,R_paracentral,-0.5,0.08,-0.66,-0.35,,,1.00E-10,2.34E-10
22qvsCN,R_parahippocampal,-0.21,0.08,-0.36,-0.07,,,5.24E-03,6.92E-03
22qvsCN,R_parsopercularis,-0.01,0.08,-0.16,0.14,,,9.05E-01,9.05E-01
22qvsCN,R_parsorbitalis,-0.21,0.08,-0.36,-0.06,,,6.43E-03,8.34E-03
22qvsCN,R_parstriangularis,-0.57,0.08,-0.72,-0.41,,,5.16E-13,1.34E-12
22qvsCN,R_pericalcarine,-1.22,0.08,-1.38,-1.06,,,1.30E-48,1.30E-47
22qvsCN,R_postcentral,-0.77,0.08,-0.93,-0.62,,,2.50E-22,8.32E-22
22qvsCN,R_posteriorcingulate,-0.33,0.08,-0.48,-0.18,,,2.06E-05,3.13E-05
22qvsCN,R_precentral,0.32,0.08,0.17,0.47,,,3.07E-05,4.57E-05
22qvsCN,R_precuneus,-1.28,0.08,-1.45,-1.12,,,6.65E-53,7.76E-52
22qvsCN,R_rostralanteriorcingulate,-0.49,0.08,-0.64,-0.33,,,4.53E-10,9.32E-10
22qvsCN,R_rostralmiddlefrontal,-0.94,0.08,-1.09,-0.78,,,3.44E-31,1.50E-30
22qvsCN,R_superiorfrontal,-0.13,0.08,-0.28,0.02,,,1.00E-01,1.11E-01
22qvsCN,R_superiorparietal,-1.06,0.08,-1.22,-0.91,,,9.75E-39,6.21E-38
22qvsCN,R_superiortemporal,-0.37,0.08,-0.52,-0.22,,,1.60E-06,2.67E-06
22qvsCN,R_supramarginal,-0.47,0.08,-0.62,-0.32,,,1.74E-09,3.49E-09
22qvsCN,R_temporalpole,-0.55,0.08,-0.7,-0.4,,,1.83E-12,4.59E-12
22qvsCN,R_transversetemporal,-0.37,0.08,-0.52,-0.22,,,1.86E-06,3.03E-06
